'臺中家扶發展學員',215070.4537345029,2674555.6587198004,7:00,17:00
'麻園三號橋',214185.63761359532,2668642.517062135,9:00,21:00
'林子凱兒鼻喉科診所',214642.8344354833,2671749.163929089,12:00,24:00
'臺中市私立喜悅兒幼兒園',217115.55772513844,2667035.5515186517,9:00,21:00
'新竹貨運(中清路)',214704.88296212774,2677459.9235275183,12:00,20:00
'英才兒童公園',216613.84932224886,2672184.860921349,11:00,23:00
'國苗香食品有限公司',219301.7046799808,2682087.197946962,10:00,20:00
'水湳福德宮',217044.33875127078,2674649.624836392,11:00,19:00
'鴻錩機械股份有限公司',217081.07576052393,2684914.492741493,11:00,19:00
'全利鐵工廠',214453.43458521907,2673834.5333759296,7:00,19:00
'豐原區第十二公墓-',224118.49294813524,2682181.2446388593,8:00,18:00
'北聖宮',223056.72088513066,2673364.207996911,11:00,20:00
'臺中市后里區墩南社區活動中心',221424.42263221825,2687827.485075696,10:00,19:00
'二呆飯糰公益店',215715.09532862646,2671757.1724322042,9:00,19:00
'全家便利商店沙鹿英才店',206880.1254891387,2680195.542742164,8:00,17:00
'數格科技股份有限公司',217323.7564088334,2683781.040639257,8:00,20:00
'宏原保健藥局',217048.6342493768,2673960.408656273,11:00,22:00
'愛得華娛網',214063.78293459,2674888.319314424,6:00,17:00
'成功里黃文生里長服務處',222852.065856667,2669950.490816847,7:00,15:00
'北極殿',226293.5762892213,2667077.033486431,8:00,20:00
'台灣電力公司大甲溪發電廠社寮分',228842.86746374765,2684978.962363324,11:00,22:00
'叢林先生修車廠',211614.46182113982,2674327.894182965,8:00,20:00
'彰化商業銀行潭子分行',220025.57523414394,2678156.946025435,9:00,18:00
'鶴翔天有限公司',213615.42205544226,2671277.6265832195,12:00,22:00
'臺中市清水區高美社區活動中心',205619.16640998315,2689706.8029426765,7:00,16:00
'臺中市立大里幼兒園塗城分班',221641.79087205013,2664591.3281896054,11:00,23:00
'惠眾牙醫診所',217218.90009140977,2669712.156659536,10:00,19:00
'江南里李文登里長服務處',213416.14873089327,2696318.528417284,11:00,21:00
'龍呈汽車',219546.95846029144,2673236.949496739,9:00,20:00
'北京里蘇乙青里長服務處',218566.2664011452,2673228.118830136,8:00,17:00
'停六停車場',216091.1119224598,2679039.856422588,11:00,19:00
'信澤牙醫診所',214749.98173250246,2671229.806650253,12:00,22:00
'金谷橋',219767.96207061413,2675527.4767079195,12:00,24:00
'無極紫微宮明',218441.50351748828,2676576.7413863824,8:00,16:00
'臺中市立東勢幼兒園上城分班',233672.64299188988,2679309.528564912,7:00,17:00
'臺中市新移民家庭福利服務中心',220291.04511040173,2674293.0481168367,7:00,16:00
'7-11便利商店(大里城門市)',219379.29203276735,2666001.198571499,9:00,18:00
'蔡芬苓內科/小兒科診所',215644.90765551355,2673118.2542997217,9:00,21:00
'臺灣電力公司中科超高壓變電所辦',210136.78105323375,2677328.369001232,9:00,17:00
'烏日區農會溪壩辦事處',213667.2811618564,2663390.257300993,12:00,20:00
'台灣中油梧棲站',202476.48117471926,2683992.9867488896,7:00,19:00
'無極天聖宮',223688.59176984333,2675200.7128545963,8:00,16:00
'使徒基督教會',220343.83800982227,2670762.975385122,6:00,17:00
'安龍里賴梁松里長服務處',216407.42599893775,2671052.5839215857,10:00,22:00
'必捷吊車',212245.04049699687,2670501.504568104,6:00,18:00
'英友達國際企業有限公司',211855.08306227232,2669481.415266311,7:00,19:00
'景昌壓克力',218004.68400078683,2674553.8457373697,8:00,20:00
'合家歡生活五金百貨',215639.6064100759,2671259.5277188905,9:00,21:00
'全家便利超商大里美群店',220377.28116085523,2664651.264780128,7:00,16:00
'臺中市立光復國民中小學國小部',218531.06396970726,2659846.241964012,12:00,20:00
'聖天慈玄堂',219676.33029041113,2676959.2448796486,12:00,21:00
'臺灣電力公司西屯眷舍區',214362.68943620785,2675249.9467006368,6:00,14:00
'田心里守望相助隊',213528.06738970347,2670382.9789503645,11:00,22:00
'臺中銀行北臺中分行',216663.05204394265,2674143.38289193,11:00,21:00
'友信嬰兒用品展示中心',217287.38130515342,2675711.724343027,6:00,16:00
'綺發機械工廠股份有限公司',218393.9815600215,2683831.99398884,10:00,19:00
'其泰企業股份有限公司',214857.5936997393,2700081.297917479,11:00,23:00
'三皇三家',222167.05931691587,2682975.048541272,12:00,24:00
'清水第一市場',206992.80466566895,2684792.589567289,9:00,20:00
'寶山橋',210687.50492757812,2671644.469369944,9:00,19:00
'第一商業銀行大雅分行',214282.3319158589,2679613.8944545714,11:00,23:00
'秋保工業有限公司',218555.48352163413,2683308.8825954683,11:00,22:00
'台灣電力公司中區施工處',220798.60913299661,2681818.450478401,12:00,20:00
'貝特公司',222664.95913757366,2692545.2127673733,10:00,21:00
'諒興大理石',218611.98097497327,2680255.206706176,8:00,19:00
'大金應用材料(股)公司',208764.3200543289,2673288.047588254,12:00,21:00
'全家便利超商沙鹿鎮平店',206276.92237265626,2679402.8440229087,7:00,17:00
'台中大坑口郵局',219453.45219897656,2673889.0309630767,12:00,20:00
'福彥電子',210016.13491170763,2677738.3825111426,6:00,17:00
'躍達鐵工廠(股)公司',208005.5400518801,2674208.848908465,11:00,20:00
'耕謮園企業(股)公司-活力客承租',210406.51176474392,2672521.9606729564,12:00,23:00
'吉田動物醫院',219086.01837971134,2673554.47061404,12:00,22:00
'葆俊企業',209812.16082838643,2672350.300225027,12:00,22:00
'晨嵐(股)公司',214191.85066266672,2677486.9027514393,9:00,21:00
'一森木業有限公司',217052.15977631503,2682042.743873456,12:00,20:00
'五洲輪胎',217956.3318460079,2674558.9384682225,7:00,19:00
'晁新不鏽鋼',211198.97777234507,2672385.9889867143,7:00,16:00
'光采整形外科診所',215630.7371588009,2670364.015419733,11:00,21:00
'臺中市立潭子國民中學',220349.22252867508,2678263.252251011,6:00,16:00
'盈錫精密有限公司',219071.47521302555,2674903.0090932446,12:00,21:00
'強順企業公司',207951.95422695612,2674127.1611703783,11:00,22:00
'兆豐國際商業銀行大甲分行',212202.49236844288,2693661.18289555,6:00,15:00
'?子里董銘成里長服務處',222073.48368706077,2673035.0706513217,8:00,19:00
'中華基督教衛理公會逢甲衛理堂',213333.51121236625,2674276.0652843704,8:00,18:00
'信亮企業有限公司',209680.10416415407,2672404.056348139,7:00,15:00
'臺中市監理站',218657.03604725102,2672964.441603878,9:00,18:00
